genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_014060975.1,PRJNA648241,ASM1406097v1,Scaffold,na,SAMN15636640,2020-08-04,GCA_014060975.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_014060975.1,,yes,major,mesenteroides,SG315,Gachon University,1245
GCF_008689715.1,PRJNA542256,ASM868971v1,Contig,na,SAMN11618765,2019-09-23,GCA_008689715.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_008689715.1,,yes,major,mesenteroides,WC0332,Nanyang Technological University,1245
GCF_008689685.1,PRJNA542256,ASM868968v1,Contig,na,SAMN11618766,2019-09-23,GCA_008689685.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_008689685.1,,yes,major,mesenteroides,WC0333,Nanyang Technological University,1245
GCF_001541125.1,PRJNA300958,ASM154112v1,Scaffold,na,SAMN04231183,2016-01-26,GCA_001541125.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_001541125.1,,yes,major,mesenteroides,GL1,University of Wuerzburg,1245
GCF_009497095.1,PRJNA577063,ASM949709v1,Scaffold,na,SAMN13018494,2019-11-03,GCA_009497095.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_009497095.1,,yes,major,mesenteroides,M11,Universidad de La Sabana,1245
GCF_008690805.1,PRJNA542256,ASM869080v1,Scaffold,na,SAMN11618760,2019-09-23,GCA_008690805.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_008690805.1,,yes,major,mesenteroides,WC0330,Nanyang Technological University,1245
GCF_005864365.1,PRJNA543085,ASM586436v1,Contig,na,SAMN11653949,2019-05-23,GCA_005864365.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_005864365.1,,yes,major,mesenteroides,FAM 18356,Agroscope,1245
GCF_000787735.1,PRJDB3305,ASM78773v1,Contig,na,SAMD00022975,2014-11-19,GCA_000787735.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_000787735.1,,yes,major,mesenteroides,Wikim17,World Institute of Kimchi,1245
GCF_006406185.1,PRJNA470672,ASM640618v1,Contig,na,SAMN09099487,2019-06-24,GCA_006406185.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_006406185.1,,yes,major,mesenteroides,TR154,Cork Institute of Technology,1245
GCF_019927105.1,PRJNA706746,ASM1992710v1,Contig,na,SAMN18142796,2021-09-10,GCA_019927105.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_019927105.1,,yes,major,mesenteroides,INF82b,University of Donja Gorica,1245
GCF_004368765.1,PRJNA441539,ASM436876v1,Scaffold,na,SAMN08777814,2019-03-22,GCA_004368765.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_004368765.1,,yes,major,mesenteroides,AtHG50,DOE Joint Genome Institute,1245
GCF_019926925.1,PRJNA706746,ASM1992692v1,Contig,na,SAMN18142805,2021-09-10,GCA_019926925.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_019926925.1,,yes,major,mesenteroides,INF166,University of Donja Gorica,1245
GCF_001570665.1,PRJDB4328,ASM157066v1,Contig,na,SAMD00042708,2015-11-21,GCA_001570665.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_001570665.1,,yes,major,mesenteroides,213M0,Kyushu University,1245
GCF_001515385.1,PRJDB4329,ASM151538v1,Contig,na,SAMD00042709,2015-11-21,GCA_001515385.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_001515385.1,,yes,major,mesenteroides,406,Kyushu University,1245
GCF_019926965.1,PRJNA706746,ASM1992696v1,Contig,na,SAMN18142804,2021-09-10,GCA_019926965.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_019926965.1,,yes,major,mesenteroides,INF157,University of Donja Gorica,1245
GCF_902374135.1,PRJEB33885,MGYG-HGUT-01341,Scaffold,na,SAMEA5850844,2019-08-22,GCA_902374135.1,full,Leuconostoc,Leuconostoc mesenteroides (firmicutes),GCF_902374135.1,,yes,major,mesenteroides,MGYG-HGUT-01341,EMG,1245
GCF_000512955.1,PRJNA18679,ASM51295v1,Complete Genome,na,SAMN02641526,2014-01-03,GCA_000512955.1,full,Leuconostoc,Leuconostoc mesenteroides KFRI-MG (firmicutes),GCF_000512955.1,,yes,major,mesenteroides,KFRI-MG,Macrogen,427140
GCF_000756355.1,PRJNA260860,ASM75635v1,Contig,na,SAMN03032191,2014-09-19,GCA_000756355.1,full,Leuconostoc,Leuconostoc mesenteroides P45 (firmicutes),GCF_000756355.1,,yes,major,mesenteroides,P45,"Instituto de Biotecnologia, Universidad Nacional Autonoma de Mexico",1429888
GCF_001184265.1,PRJNA280520,ASM118426v1,Contig,na,SAMN03463677,2015-07-21,GCA_001184265.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. cremoris (firmicutes),GCF_001184265.1,,yes,major,mesenteroides,LbT16,University of Verona,33965
GCF_000160595.1,PRJNA34629,ASM16059v1,Scaffold,na,SAMN00139187,2009-07-07,GCA_000160595.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. cremoris ATCC 19254 (firmicutes),GCF_000160595.1,,yes,major,mesenteroides,ATCC 19254,Baylor College of Medicine,586220
GCF_001047695.1,PRJNA263697,ASM104769v1,Complete Genome,na,SAMN03105774,2015-07-08,GCA_001047695.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. dextranicum (firmicutes),GCF_001047695.1,,yes,major,mesenteroides,DSM 20484,"Shin's Lab., Kyungpook National University",33966
GCF_007990145.1,PRJDB6089,ASM799014v1,Contig,na,SAMD00166257,2019-08-01,GCA_007990145.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. dextranicum (firmicutes),GCF_007990145.1,,yes,major,mesenteroides,NBRC 100495,National Institute of Technology and Evaluation,33966
GCF_001184245.1,PRJNA280507,ASM118424v1,Contig,na,SAMN03463642,2015-07-21,GCA_001184245.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. dextranicum (firmicutes),GCF_001184245.1,,yes,major,mesenteroides,LbE15,University of Verona,33966
GCF_001886915.1,PRJNA299366,ASM188691v1,Complete Genome,na,SAMN04198570,2016-11-28,GCA_001886915.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. jonggajibkimchii (firmicutes),GCF_001886915.1,,yes,major,mesenteroides,DRC1506,Chung-Ang University,2026657
GCF_002117185.1,PRJNA314170,ASM211718v1,Complete Genome,na,SAMN04530070,2017-05-02,GCA_002117185.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_002117185.1,,yes,major,mesenteroides,BD1710,State Key Laboratory of Dairy Biotechnology,33967
GCF_001583825.1,PRJNA312878,ASM158382v1,Complete Genome,na,SAMN04508169,2016-03-09,GCA_001583825.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_001583825.1,,yes,major,mesenteroides,BD3749,State Key Laboratory of Dairy Biotechnology,33967
GCF_002009375.1,PRJNA299363,ASM200937v1,Complete Genome,na,SAMN04198273,2017-03-02,GCA_002009375.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_002009375.1,,yes,major,mesenteroides,DRC0211,"Chung-Ang University, Department of Life Science, 84 Heukseok-Ro, Dongjak-Gu, Seoul, South Korea",33967
GCF_002148235.1,PRJNA355067,ASM214823v1,Complete Genome,na,SAMN06061940,2017-05-17,GCA_002148235.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_002148235.1,,yes,major,mesenteroides,FM06,Wageningen University & Research,33967
GCF_007990165.1,PRJDB6090,ASM799016v1,Contig,na,SAMD00166258,2019-08-01,GCA_007990165.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_007990165.1,,yes,major,mesenteroides,NBRC 100496,National Institute of Technology and Evaluation,33967
GCF_005049065.1,PRJNA532993,ASM504906v1,Scaffold,na,SAMN11431368,2019-05-01,GCA_005049065.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_005049065.1,,yes,major,mesenteroides,KIBGE-IB22,"Nadir Naveed Siddiqui (nnsiddiqui@uok.edu.pk: The Karachi Institute of Biotechnology and Genetic Engineering (KIBGE), University of Karachi), Zahida Shabbir (zahida.shabbir@kibge.edu.pk: The Karachi Institute of Biotechnology and Genetic Engineering (KIBGE), University of Karachi), Ambrina Khatoon (ambrinaakbar@gmail.com: Jamil-ur-Rahman Center for Genome Research; The Panjwani Center for Molecular Medicine and Drug Research (PCMD); International Center for Chemical & Biological Sciences (ICCBS), University of Karachi.), Afsheen Aman (afaman@uok.edu.pk: The Karachi Institute of Biotechnology and Genetic Engineering (KIBGE), University of Karachi, Shah Ali Ul Qader (saqader@uok.edu.pk: Department of Biochemistry, University of Karachi)",33967
GCF_002092735.1,PRJNA352459,ASM209273v1,Contig,na,SAMN05981503,2017-04-14,GCA_002092735.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_002092735.1,,yes,major,mesenteroides,LN25,Norwegian University of Life Sciences,33967
GCF_001184255.1,PRJNA280516,ASM118425v1,Contig,na,SAMN03463665,2015-07-21,GCA_001184255.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_001184255.1,,yes,major,mesenteroides,LbE16,University of Verona,33967
GCF_002092745.1,PRJNA352459,ASM209274v1,Contig,na,SAMN05981504,2017-04-14,GCA_002092745.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_002092745.1,,yes,major,mesenteroides,LN27,Norwegian University of Life Sciences,33967
GCF_003346345.1,PRJNA474823,ASM334634v1,Contig,na,SAMN09398943,2018-07-30,GCA_003346345.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_003346345.1,,yes,major,mesenteroides,KMB_611,Faculty of Natural Sciences of the Comenius University in Bratislava,33967
GCF_006538765.1,PRJDB6025,ASM653876v1,Contig,na,SAMD00093693,2019-06-12,GCA_006538765.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_006538765.1,,yes,major,mesenteroides,NBRC 3832,National Institute of Technology and Evaluation,33967
GCF_003346165.1,PRJNA474823,ASM334616v1,Contig,na,SAMN09398940,2018-07-30,GCA_003346165.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_003346165.1,,yes,major,mesenteroides,KMB_608,Faculty of Natural Sciences of the Comenius University in Bratislava,33967
GCF_002092705.1,PRJNA352459,ASM209270v1,Contig,na,SAMN05981505,2017-04-14,GCA_002092705.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_002092705.1,,yes,major,mesenteroides,LN32,Norwegian University of Life Sciences,33967
GCF_003346155.1,PRJNA474823,ASM334615v1,Contig,na,SAMN09398941,2018-07-30,GCA_003346155.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides (firmicutes),GCF_003346155.1,,yes,major,mesenteroides,KMB_609,Faculty of Natural Sciences of the Comenius University in Bratislava,33967
GCF_000014445.1,PRJNA315,ASM1444v1,Complete Genome,na,SAMN02598482,2006-10-13,GCA_000014445.1,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293 (firmicutes),GCF_000014445.1,,yes,major,mesenteroides,ATCC 8293,"US DOE Joint Genome Institute (JGI), The Lactic Acid Bacteria Genome Consortium and Fidelity Systems Inc.",203120
GCF_000234825.3,PRJNA75083,ASM23482v3,Complete Genome,na,SAMN02603136,2015-11-05,GCA_000234825.3,full,Leuconostoc,Leuconostoc mesenteroides subsp. mesenteroides J18 (firmicutes),GCF_000234825.3,,yes,major,mesenteroides,J18,Chung-Ang University,1107880
GCF_013414845.1,PRJNA623263,ASM1341484v1,Contig,na,SAMN14543282,2020-07-14,GCA_013414845.1,full,Leuconostoc,Leuconostoc sp. DB-1 (firmicutes),GCF_013414845.1,,yes,major,sp.,DB-1,Sunchon National University,2724526
GCF_001951095.1,PRJNA305558,ASM195109v1,Complete Genome,na,SAMN04328350,2017-01-13,GCA_001951095.1,full,Weissella,Weissella cibaria (firmicutes),GCF_001951095.1,Representative Genome,yes,major,cibaria,CMS3,Oradentics,137591
GCF_003076495.1,PRJNA381106,ASM307649v1,Complete Genome,na,SAMN06670431,2018-05-01,GCA_003076495.1,full,Weissella,Weissella cibaria (firmicutes),GCF_003076495.1,,yes,major,cibaria,M2,chengdu medical college,137591
GCF_001308145.2,PRJNA297257,ASM130814v2,Complete Genome,na,SAMN04120644,2015-10-08,GCA_001308145.2,full,Weissella,Weissella cibaria (firmicutes),GCF_001308145.2,,yes,minor,cibaria,CH2,CSIR-Institute of Himalayan Bioresource Technology,137591
GCF_003010455.1,PRJNA436626,ASM301045v1,Complete Genome,na,SAMN08628864,2018-03-19,GCA_003010455.1,full,Weissella,Weissella cibaria (firmicutes),GCF_003010455.1,,yes,major,cibaria,BM2,Dankook University,137591
GCF_004103655.1,PRJNA515381,ASM410365v1,Complete Genome,na,SAMN10754492,2019-01-23,GCA_004103655.1,full,Weissella,Weissella cibaria (firmicutes),GCF_004103655.1,,yes,major,cibaria,SRCM103448,Microbial Institute for Fermentation Industry,137591
GCF_006517775.1,PRJNA549358,ASM651777v1,Complete Genome,na,SAMN12084129,2019-07-01,GCA_006517775.1,full,Weissella,Weissella cibaria (firmicutes),GCF_006517775.1,,yes,major,cibaria,CBA3612,World Institute of Kimchi,137591
GCF_014081885.1,PRJNA649124,ASM1408188v1,Complete Genome,na,SAMN15659522,2020-08-06,GCA_014081885.1,full,Weissella,Weissella cibaria (firmicutes),GCF_014081885.1,,yes,major,cibaria,CBA3636,World Institute of Kimchi,137591
GCF_001951075.2,PRJNA305559,ASM195107v2,Complete Genome,na,SAMN04328351,2017-01-13,GCA_001951075.2,full,Weissella,Weissella cibaria (firmicutes),GCF_001951075.2,,yes,major,cibaria,CMU,Oradentics,137591
GCF_001932695.1,PRJNA305557,ASM193269v1,Complete Genome,na,SAMN04328345,2017-01-04,GCA_001932695.1,full,Weissella,Weissella cibaria (firmicutes),GCF_001932695.1,,yes,major,cibaria,CMS2,Oradentics,137591
GCF_002243305.1,PRJNA395775,ASM224330v1,Complete Genome,na,SAMN07414780,2017-08-08,GCA_002243305.1,full,Weissella,Weissella cibaria (firmicutes),GCF_002243305.1,,yes,major,cibaria,CMS1,"MACROGEN, Inc.",137591
GCF_005405525.1,PRJDB7793,ASM540552v1,Contig,na,SAMD00164450,2019-03-29,GCA_005405525.1,full,Weissella,Weissella cibaria (firmicutes),GCF_005405525.1,,yes,major,cibaria,JCM 12495,Northeast Agricultural University,137591
GCF_007785725.1,PRJNA555367,ASM778572v1,Contig,na,SAMN12318342,2019-07-31,GCA_007785725.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785725.1,,yes,major,cibaria,GGI4,World Institute of Kimchi,137591
GCF_007785875.1,PRJNA555367,ASM778587v1,Contig,na,SAMN12318350,2019-07-31,GCA_007785875.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785875.1,,yes,major,cibaria,KLK9,World Institute of Kimchi,137591
GCF_007785685.1,PRJNA555367,ASM778568v1,Contig,na,SAMN12318346,2019-07-31,GCA_007785685.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785685.1,,yes,major,cibaria,GK1,World Institute of Kimchi,137591
GCF_007785645.1,PRJNA555367,ASM778564v1,Contig,na,SAMN12317594,2019-07-31,GCA_007785645.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785645.1,,yes,major,cibaria,BC14,World Institute of Kimchi,137591
GCF_007785755.1,PRJNA555367,ASM778575v1,Contig,na,SAMN12318349,2019-07-31,GCA_007785755.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785755.1,,yes,major,cibaria,GGM13-2,World Institute of Kimchi,137591
GCF_007785585.1,PRJNA555367,ASM778558v1,Contig,na,SAMN12316825,2019-07-31,GCA_007785585.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785585.1,,yes,major,cibaria,BC10,World Institute of Kimchi,137591
GCF_007785635.1,PRJNA555367,ASM778563v1,Contig,na,SAMN12318348,2019-07-31,GCA_007785635.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785635.1,,yes,major,cibaria,GGM1,World Institute of Kimchi,137591
GCF_007785675.1,PRJNA555367,ASM778567v1,Contig,na,SAMN12318507,2019-07-31,GCA_007785675.1,full,Weissella,Weissella cibaria (firmicutes),GCF_007785675.1,,yes,major,cibaria,GK3,World Institute of Kimchi,137591
GCF_021029605.1,PRJNA761228,ASM2102960v1,Scaffold,na,SAMN21246291,2021-12-03,GCA_021029605.1,full,Weissella,Weissella cibaria (firmicutes),GCF_021029605.1,,yes,major,cibaria,LMG 21843,Chung-Ang university,137591
GCF_012277025.1,PRJNA623195,ASM1227702v1,Contig,na,SAMN14541405,2020-04-13,GCA_012277025.1,full,Weissella,Weissella cibaria (firmicutes),GCF_012277025.1,,yes,major,cibaria,92,Lund University,137591
GCF_012277235.1,PRJNA623195,ASM1227723v1,Scaffold,na,SAMN14541407,2020-04-13,GCA_012277235.1,full,Weissella,Weissella cibaria (firmicutes),GCF_012277235.1,,yes,major,cibaria,AV1,Lund University,137591
GCF_009864045.1,PRJNA576760,ASM986404v1,Scaffold,na,SAMN13006690,2020-01-13,GCA_009864045.1,full,Weissella,Weissella cibaria (firmicutes),GCF_009864045.1,,yes,major,cibaria,10M,University of Alberta,137591
GCF_014061105.1,PRJNA648245,ASM1406110v1,Scaffold,na,SAMN15636641,2020-08-04,GCA_014061105.1,full,Weissella,Weissella cibaria (firmicutes),GCF_014061105.1,,yes,major,cibaria,YRK005,Gachon University,137591
GCF_003469985.1,PRJNA482748,ASM346998v1,Scaffold,na,SAMN09736351,2018-09-06,GCA_003469985.1,full,Weissella,Weissella cibaria (firmicutes),GCF_003469985.1,,yes,major,cibaria,AM27-22LB,BGI,137591
GCF_902364765.1,PRJEB33885,MGYG-HGUT-00248,Scaffold,na,SAMEA5849750,2019-08-16,GCA_902364765.1,full,Weissella,Weissella cibaria (firmicutes),GCF_902364765.1,,yes,major,cibaria,MGYG-HGUT-00248,EMG,137591
GCF_003469955.1,PRJNA482748,ASM346995v1,Scaffold,na,SAMN09736352,2018-09-06,GCA_003469955.1,full,Weissella,Weissella cibaria (firmicutes),GCF_003469955.1,,yes,major,cibaria,AM27-24,BGI,137591
GCF_018993825.1,PRJNA674638,ASM1899382v1,Contig,na,SAMN18995118,2021-06-23,GCA_018993825.1,full,Weissella,Weissella cibaria (firmicutes),GCF_018993825.1,,yes,major,cibaria,3.8.44,USDA-ARS,137591
GCF_020540595.1,PRJNA737800,ASM2054059v1,Contig,na,SAMN22165121,2021-10-20,GCA_020540595.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540595.1,,yes,major,cibaria,MSK.22.123,University of Chicago,137591
GCF_020540635.1,PRJNA737800,ASM2054063v1,Contig,na,SAMN22165119,2021-10-20,GCA_020540635.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540635.1,,yes,major,cibaria,MSK.22.120,University of Chicago,137591
GCF_020709095.1,PRJNA737800,ASM2070909v1,Contig,na,SAMN22165124,2021-11-01,GCA_020709095.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020709095.1,,yes,major,cibaria,MSK.22.132,University of Chicago,137591
GCF_020844635.1,PRJNA526935,ASM2084463v1,Scaffold,na,SAMN21224010,2021-11-12,GCA_020844635.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020844635.1,,yes,major,cibaria,FUA3585,University of Alberta,137591
GCF_020183895.1,PRJNA708317,ASM2018389v1,Contig,na,SAMN18230337,2021-09-30,GCA_020183895.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020183895.1,,yes,major,cibaria,D-H/1MSE W25,Federal University of Vicosa,137591
GCF_018991795.1,PRJNA674638,ASM1899179v1,Contig,na,SAMN18995143,2021-06-23,GCA_018991795.1,full,Weissella,Weissella cibaria (firmicutes),GCF_018991795.1,,yes,major,cibaria,7.8.34,USDA-ARS,137591
GCF_020089765.1,PRJNA761236,ASM2008976v1,Scaffold,na,SAMN21246344,2021-09-21,GCA_020089765.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020089765.1,,yes,major,cibaria,KCKM 0342,Chung-Ang university,137591
GCF_015552515.1,PRJNA637878,ASM1555251v1,Scaffold,na,SAMN15634173,2020-11-17,GCA_015552515.1,full,Weissella,Weissella cibaria (firmicutes),GCF_015552515.1,,yes,major,cibaria,1001283B150209_150212_A5,Icahn School of Medicine at Mount Sinai,137591
GCF_002115575.1,PRJNA383151,ASM211557v1,Contig,na,SAMN06759976,2017-04-28,GCA_002115575.1,full,Weissella,Weissella cibaria (firmicutes),GCF_002115575.1,,yes,major,cibaria,DmW_103,Brigham Young University,137591
GCF_015559665.1,PRJNA637878,ASM1555966v1,Scaffold,na,SAMN15533031,2020-11-17,GCA_015559665.1,full,Weissella,Weissella cibaria (firmicutes),GCF_015559665.1,,yes,major,cibaria,1001287H_170206_A9,Icahn School of Medicine at Mount Sinai,137591
GCF_015558475.1,PRJNA637878,ASM1555847v1,Scaffold,na,SAMN15532602,2020-11-17,GCA_015558475.1,full,Weissella,Weissella cibaria (firmicutes),GCF_015558475.1,,yes,major,cibaria,D6t1_180914_E9,Icahn School of Medicine at Mount Sinai,137591
GCF_002614625.1,PRJNA309892,ASM261462v1,Scaffold,na,SAMN04441479,2017-10-19,GCA_002614625.1,full,Weissella,Weissella cibaria (firmicutes),GCF_002614625.1,,yes,major,cibaria,110,"Institute of Biomedical Informatics, National Yang Ming University",137591
GCF_011009635.1,PRJNA517196,ASM1100963v1,Contig,na,SAMN10822535,2020-02-25,GCA_011009635.1,full,Weissella,Weissella cibaria (firmicutes),GCF_011009635.1,,yes,major,cibaria,A23,University of Surrey,137591
GCF_020540505.1,PRJNA737800,ASM2054050v1,Contig,na,SAMN22165125,2021-10-20,GCA_020540505.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540505.1,,yes,major,cibaria,MSK.22.138,University of Chicago,137591
GCF_020540475.1,PRJNA737800,ASM2054047v1,Contig,na,SAMN22165126,2021-10-20,GCA_020540475.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540475.1,,yes,major,cibaria,MSK.22.139,University of Chicago,137591
GCF_008691985.1,PRJNA478797,ASM869198v1,Contig,na,SAMN09531641,2019-09-24,GCA_008691985.1,full,Weissella,Weissella cibaria (firmicutes),GCF_008691985.1,,yes,major,cibaria,cf-23,Jahangirnagar University,137591
GCF_008691995.1,PRJNA478799,ASM869199v1,Scaffold,na,SAMN09531783,2019-09-24,GCA_008691995.1,full,Weissella,Weissella cibaria (firmicutes),GCF_008691995.1,,yes,major,cibaria,CT-37,Jahangirnagar University,137591
GCF_020540525.1,PRJNA737800,ASM2054052v1,Contig,na,SAMN22165123,2021-10-20,GCA_020540525.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540525.1,,yes,major,cibaria,MSK.22.130,University of Chicago,137591
GCF_020540565.1,PRJNA737800,ASM2054056v1,Contig,na,SAMN22165120,2021-10-20,GCA_020540565.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540565.1,,yes,major,cibaria,MSK.22.122,University of Chicago,137591
GCF_020540585.1,PRJNA737800,ASM2054058v1,Contig,na,SAMN22165122,2021-10-20,GCA_020540585.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540585.1,,yes,major,cibaria,MSK.22.127,University of Chicago,137591
GCF_020540625.1,PRJNA737800,ASM2054062v1,Contig,na,SAMN22165118,2021-10-20,GCA_020540625.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020540625.1,,yes,major,cibaria,MSK.22.119,University of Chicago,137591
GCF_020553615.1,PRJNA737800,ASM2055361v1,Contig,na,SAMN22165194,2021-10-25,GCA_020553615.1,full,Weissella,Weissella cibaria (firmicutes),GCF_020553615.1,,yes,major,cibaria,MSK.22.134,University of Chicago,137591
GCF_000878205.1,PRJNA268711,ASM87820v1,Scaffold,na,SAMN03223844,2015-02-19,GCA_000878205.1,full,Weissella,Weissella cibaria (firmicutes),GCF_000878205.1,,yes,major,cibaria,MG1,CIT / UCC,137591
GCF_001614295.1,PRJNA316750,ASM161429v1,Contig,na,SAMN04589928,2016-04-08,GCA_001614295.1,full,Weissella,Weissella cibaria (firmicutes),GCF_001614295.1,,yes,major,cibaria,FBL5,Kyunghee University,137591
GCF_000878215.1,PRJNA268711,ASM87821v1,Contig,na,SAMN03223849,2015-02-19,GCA_000878215.1,full,Weissella,Weissella cibaria (firmicutes),GCF_000878215.1,,yes,major,cibaria,ff3PR,CIT / UCC,137591
GCF_004521955.1,PRJNA516164,ASM452195v1,Contig,na,SAMN10783023,2019-03-29,GCA_004521955.1,full,Weissella,Weissella cibaria (firmicutes),GCF_004521955.1,,yes,major,cibaria,SP19,Universita Cattolica del Sacro Cuore,137591
GCF_000878185.1,PRJNA268711,ASM87818v1,Scaffold,na,SAMN03223848,2015-02-19,GCA_000878185.1,full,Weissella,Weissella cibaria (firmicutes),GCF_000878185.1,,yes,major,cibaria,AB3b,CIT / UCC,137591
GCF_000193635.1,PRJNA59737,ASM19363v1,Contig,na,SAMN02470197,2010-11-05,GCA_000193635.2,full,Weissella,Weissella cibaria KACC 11862 (firmicutes),GCF_000193635.1,,yes,major,cibaria,KACC 11862,Korea Research Institute of Bioscience and Biotechnology,911104
GCF_001579105.1,PRJNA304333,ASM157910v1,Scaffold,na,SAMN04325049,2016-03-02,GCA_001579105.1,full,Weissella,Weissella sp. DD23 (firmicutes),GCF_001579105.1,,yes,major,sp.,DD23,University of Kaiserslautern,1777865
GCF_003047065.1,PRJNA379350,ASM304706v1,Complete Genome,na,SAMN06606133,2018-04-10,GCA_003047065.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003047065.1,,yes,major,acidophilus,DSM 20079,Kyungpook National University,1579
GCF_003952845.1,PRJNA421407,ASM395284v1,Complete Genome,na,SAMN08142761,2018-12-18,GCA_003952845.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_003952845.1,,yes,major,acidophilus,YT1,Korea Food Research Institute,1579
GCF_020883435.1,PRJNA779097,ASM2088343v1,Complete Genome,na,SAMN23011956,2021-11-18,GCA_020883435.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_020883435.1,,yes,major,acidophilus,NC55,Shandong First Medical University,1579
GCF_013342945.1,PRJNA638040,ASM1334294v1,Complete Genome,na,SAMN15165794,2020-06-15,GCA_013342945.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_013342945.1,,yes,major,acidophilus,LA-G80-111,"Institute of Microbiology, Belarus National Academy of Sciences",1579
GCF_000934625.1,PRJNA271341,ASM93462v1,Complete Genome,na,SAMN03274004,2015-02-25,GCA_000934625.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_000934625.1,,yes,major,acidophilus,FSI4,"Fidelity Systems, Inc.",1579
GCF_002224305.1,PRJNA394684,ASM222430v1,Complete Genome,na,SAMN07357495,2017-07-24,GCA_002224305.1,full,Lactobacillus,Lactobacillus acidophilus (firmicutes),GCF_002224305.1,,yes,major,acidophilus,ATCC 53544,Naval Research Laboratory,1579
