patric_genome_id,bgcflow_genome_id,genome_name,organism_name,taxon_id,genome_status,strain,serovar,biovar,pathovar,mlst,other_typing,culture_collection,type_strain,completion_date,publication,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,sequences,genome_length,gc_content,patric_cds,brc1_cds,refseq_cds,isolation_site,isolation_source,isolation_comments,collection_date,isolation_country,geographic_location,latitude,longitude,altitude,depth,other_environmental,host_name,host_gender,host_age,host_health,body_sample_site,body_sample_subsite,other_clinical,antimicrobial_resistance,antimicrobial_resistance_evidence,gram_stain,cell_shape,motility,sporulation,temperature_range,optimal_temperature,salinity,oxygen_requirement,habitat,disease,comments,additional_metadata,contig_l50,contig_n50,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
1598.330,GCF_020784305.1,Lactobacillus reuteri strain 107k,,1598,WGS,107k,,,,,,,,2017-08-15T00:00:00Z,,PRJNA384810,SAMN06848387,GCA_002253925.1,NGPR00000000,,University of Alberta,,Illumina MiSeq,30x,SPAdes v. 3.1.1,,,142.0,,2264211.0,38.53,2409.0,,2266.0,,forestomach,,01-Jan-2014,France,France,,,,,,"Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,This project aims to study the co-evolution between host and Lactobacillus species.,sample_type:cell culturre,14.0,59490.0,76.0,,97.3,100.0,0.0,,2017-09-28T20:23:58.429Z
1598.328,GCF_002253875.1,Lactobacillus reuteri strain 117n,,1598,WGS,117n,,,,,,,,2017-08-15T00:00:00Z,,PRJNA384810,SAMN06848395,GCA_002253875.1,NGPJ00000000,,University of Alberta,,Illumina MiSeq,31x,SPAdes v. 3.1.1,,,103.0,,2197567.0,38.29,2284.0,,2146.0,,forestomach,,01-Jan-2014,United Kingdom,United Kingdom: Scotland,,,,,,"Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,This project aims to study the co-evolution between host and Lactobacillus species.,sample_type:cell culturre,13.0,55150.0,70.0,,97.0,100.0,0.0,,2017-09-28T20:23:49.684Z
1598.344,GCF_020785295.1,Lactobacillus reuteri strain 103v,,1598,WGS,103v,,,,,,,,2017-08-15T00:00:00Z,,PRJNA384810,SAMN06848376,GCA_002254185.1,NGQC00000000,,University of Alberta,,Illumina MiSeq,35x,SPAdes v. 3.1.1,,,109.0,,2191465.0,38.3,2274.0,,2135.0,,forestomach,,01-Jan-2014,United Kingdom,United Kingdom: Scotland,,,,,,"Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,This project aims to study the co-evolution between host and Lactobacillus species.,sample_type:cell culturre,15.0,54055.0,66.0,,97.2,100.0,0.0,,2017-09-28T20:24:22.321Z
1598.325,GCF_002253825.1,Lactobacillus reuteri strain 114h,,1598,WGS,114h,,,,,,,,2017-08-15T00:00:00Z,,PRJNA384810,SAMN06848393,GCA_002253825.1,NGPL00000000,,University of Alberta,,Illumina MiSeq,30x,SPAdes v. 3.1.1,,,106.0,,2179964.0,38.71,2295.0,,2141.0,,forestomach,,01-Jan-2014,France,France,,,,,,"Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,This project aims to study the co-evolution between host and Lactobacillus species.,sample_type:cell culturre,13.0,53751.0,62.0,,97.1,98.8,0.0,,2017-09-28T20:23:42.590Z
1598.1496,GCF_910574795.1,Limosilactobacillus reuteri strain A33_25_LR_DSS,,1598,WGS,A33_25_LR_DSS,,,,,,,,2021-07-06T00:00:00Z,,PRJEB45232,SAMEA8801351,GCA_910574795.1,"CAJTCN010000001,CAJTCN010000002,CAJTCN010000003,CAJTCN010000004,CAJTCN010000005,CAJTCN010000006,CAJTCN010000007",,UNIVERSITY OF CAMBRIDGE,,,,,0.0,0.0,86.0,,2177009.0,38.5365,2137.0,,,,Mouse faeces,,2016,United Kingdom,United Kingdom,,,,,,Mus musculus,,,,,,host_health_state:healthy,,,,,,,,,,,,,"Mouse models are essential for biomedical science and drug discovery, yet it is not known how the bacteria in the mouse microbiota – important determinants of phenotypes of health and disease – affect their relevance to human disease. To interrogate the taxonomic and functional differences between the human and mouse gut microbiotas, we developed the Mouse Gastrointestinal Bacteria Catalogue (MGBC). This project contains the genome assemblies for the 276 cultured isolates of the MGBC, termed the Mouse Culture Collection.",,13.0,57860.0,69.0,,97.8,,,,2021-08-01T22:04:16.822Z
1598.509,GCF_020784915.1,Lactobacillus reuteri strain DS17_10,,1598,WGS,DS17_10,,,,,,,,2018-04-23T00:00:00Z,,PRJNA336518,SAMN05942022,GCA_003065345.1,QAZM01000000,,USFDA,,Illumina MiSeq,63.4x,SPAdes v. 3.8.2,,,135.0,,2032246.0,38.633068,2152.0,,2030.0,,Commercial dietary supplements,,07-Oct-2016,USA,USA:MD,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,13.0,52662.0,67.0,,97.9,100.0,1.2,,2018-05-30T18:41:11.203Z
1598.311,GCF_002156605.1,Lactobacillus reuteri strain LR0,,1598,WGS,LR0,,,,,,,,2017-05-22T00:00:00Z,,PRJNA376205,SAMN06364940,GCA_002156605.1,MWIJ00000000,,Cornell University,,Illumina MiSeq,850.0x,SPAdes v. 3.7.1,,1.0,75.0,,2148567.0,38.45,2141.0,,2045.0,,jejunum,,2015-02-15,USA,USA:New York,,,,,,"Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,In vitro evolution of 18:2 resistance in Lactobacilli isolated from a mouse,"sample_type:cell culture;biomaterial_provider:Ruth Ley, 526 Campus Rd, Ithaca, NY, 14853;collected_by:Sara Di Rienzi",13.0,52065.0,71.0,,97.8,100.0,0.0,,2017-07-21T20:26:47.426Z
1598.283,GCF_009389385.1,Lactobacillus reuteri strain MD IIE-43,,1598,WGS,MD IIE-43,,,,,,,,2017-02-27T00:00:00Z,,PRJNA373841,SAMN06315550,GCF_002007085.1,MUZP00000000,,Kingston University,,IonTorrent,107.6x,IonTorrent server Assembler SPAdes plugin,,,87.0,,2059118.0,38.8,2123.0,,2008.0,,,,,Russia,Russia,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Lactobacillus reuteri MD IIE-43,sample_type:cell culture,11.0,50914.0,49.0,,97.9,100.0,0.0,,2017-03-20T08:29:05.740Z
1598.853,GCF_901600695.1,Lactobacillus reuteri strain Marseille-P5460,,1598,WGS,Marseille-P5460,,,,,,,,2019-05-21T00:00:00Z,,PRJEB32461,SAMEA5606433,GCA_901600695.1,LR594460,,URMITE,,,,,,,1.0,,2039540.0,39.211292,1882.0,,,,urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactobacillus reuteri: direct passage from ingested yogurts to urine microbiota,,1.0,2039540.0,64.0,,98.3,,,,2019-10-02T23:34:23.411Z
1598.852,GCF_901600675.1,Lactobacillus reuteri strain Marseille-P5461,,1598,WGS,Marseille-P5461,,,,,,,,2019-05-21T00:00:00Z,,PRJEB32461,SAMEA5606434,GCA_901600675.1,LR594462,,URMITE,,,,,,,1.0,,2039572.0,39.20932,1889.0,,,,urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactobacillus reuteri: direct passage from ingested yogurts to urine microbiota,,1.0,2039572.0,64.0,,98.3,,,,2019-10-02T23:34:21.773Z
1598.851,GCF_901600665.1,Lactobacillus reuteri strain Marseille-P4870,,1598,WGS,Marseille-P4870,,,,,,,,2019-05-21T00:00:00Z,,PRJEB32461,SAMEA5606431,GCA_901600665.1,LR594461,,URMITE,,,,,,,1.0,,2039591.0,38.97911,1842.0,,,,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactobacillus reuteri: direct passage from ingested yogurts to urine microbiota,,1.0,2039591.0,64.0,,98.3,,,,2019-10-02T23:33:59.582Z
1598.854,GCF_901600705.1,Lactobacillus reuteri strain Marseille-P4904,,1598,WGS,Marseille-P4904,,,,,,,,2019-05-21T00:00:00Z,,PRJEB32461,SAMEA5606432,GCA_901600705.1,LR594463,,URMITE,,,,,,,1.0,,2039591.0,38.981266,1844.0,,,,urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactobacillus reuteri: direct passage from ingested yogurts to urine microbiota,,1.0,2039591.0,64.0,,98.2,,,,2019-10-02T23:34:53.209Z
525341.3,GCF_000159615.1,Lactobacillus reuteri CF48-3A,Lactobacillus reuteri CF48-3A,525341,WGS,CF48-3A,,,,,,BEI HM-102,,2009-03-11T00:00:00Z,,PRJNA31553,SAMN00001503,GCA_000159615.1,ACHG00000000,NZ_ACHG00000000,BCM,assembly,"454-GS-FLX, Illumina, Sanger",71.02x,Newbler v. 2.0.0-Eclipse,0.0,0.0,92.0,,2107903.0,38.7,1998.0,,2164.0,,,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,No,,Mesophilic,-,,Microaerophilic,,,Lactobacillus reuteri CF48-3A.This strain will be used for comparative genome analysis.,,7.0,101616.0,65.0,,98.0,100.0,0.0,,2015-03-16T03:17:09.594Z
1340495.3,GCF_000410995.1,Lactobacillus reuteri I5007,Lactobacillus reuteri I5007,1340495,Complete,I5007,,,,,,,,2013-06-14T00:00:00Z,,PRJNA206042,SAMN02603119,GCA_000410995.1,"CP006011.1,CP006015.1,CP006016.1,CP006017.1,CP006012.1,CP006014.1,CP006013.1","NC_021494.1,NC_021504.1,NC_021497.1,NC_021498.1,NC_021503.1,NC_021496.1,NC_021495.1",China Agricultural University,complete,FLX Titanium,22X,Newbler v. 2.3,1.0,6.0,7.0,,2093275.0,38.9404,2048.0,,2054.0,,healthy weaning piglets,"isolated from the colonic mucosa of healthy weaning piglets in Beijing, China",,China,Beijing: China,,,,,,"Pig, Sus scrofa",,,,,,,,,Positive,Bacilli,No,No,Mesophilic,37C,Unknown,Anaerobic,HostAssociated,,"Lactobacillus reuteri I5007, initially known as L. fermentum I5007, was isolated from the colonic mucosa of healthy weaning piglets in Beijing, China. This strain has well-documented adhesion properties and health effects. Genome sequencing is to obtain better understanding of the genetic basis of strain I5007 probiotic properties.",,1.0,1947706.0,70.0,,97.4,100.0,0.0,,2015-03-16T03:17:09.594Z
557433.4,GCF_000010005.1,Lactobacillus reuteri JCM 1112,Lactobacillus reuteri JCM 1112,557433,Complete,JCM 1112,,,,,,"DSM 20016, JCM 1112",,2008-04-15T00:00:00Z,18487258,PRJNA19011,,GCA_000010005.1,AP007281,NC_010609,Kitasato Univ.,complete,"454, Sanger",7.4x,Phred/Phrap/Consed,1.0,0.0,1.0,,2039414.0,38.9,2006.0,,1820.0,,the intestine of an adult human,isolated from the intestine of an adult human,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,,No,Mesophilic,-,Non-halophilic,Facultative,Host-associated,,Lactobacillus reuteri JCM 1112.This strain was isolated from the intestine of an adult human. It is the least cell-adhesive strain known for this species. ,,1.0,2039414.0,65.0,,97.3,100.0,1.2,,2015-03-16T03:17:09.594Z
863369.3,GCF_000179435.1,Lactobacillus reuteri mlc3,Lactobacillus reuteri mlc3,863369,WGS,mlc3,,,,,,,,2010-07-13T00:00:00Z,21379339,PRJNA50435,SAMN02471903,GCA_000179435.1,AEAW00000000,-,"Department of Food Science and Technology, Univ. Nebraska Lincoln",assembly,454 Titanium,20x,gsAssembler v. 2.3,0.0,0.0,126.0,,2018630.0,38.53,1962.0,,0.0,,rodent host,An isolate of Lactobacillus reuteri from a rodent host,,,,,,,,,"Rodent, Rodentia",,,,,,,,,,,,,,-,,,,,"Lactobacillus reuteri mlc3.An isolate of Lactobacillus reuteri from a rodent host, closely related to L. reuteri 100-23, a well characterized strain of the species.",,11.0,54105.0,64.0,,96.8,100.0,0.0,,2015-03-16T03:17:09.594Z
585517.3,GCF_000160715.1,Lactobacillus reuteri MM2-3,Lactobacillus reuteri MM2-3,585517,WGS,MM2-3,,,,,,ATCC PTA-4659,,2009-04-20T00:00:00Z,,PRJNA34627,SAMN00002242,GCA_000160715.1,ACLB00000000,NZ_ACLB00000000,Baylor College of Medicine,assembly,"454-GS-FLX, Sanger",70.09x,Newbler v. 1.1.03.24,0.0,0.0,95.0,,2015721.0,38.7,1899.0,,2045.0,,,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,No,,Mesophilic,-,,Microaerophilic,,,Lactobacillus reuteri MM2-3.This strain will be sequenced for comparative genome analysis.,,2.0,311028.0,65.0,,97.2,100.0,1.2,,2015-03-16T03:17:09.594Z
548485.3,GCF_000159475.2,Lactobacillus reuteri MM4-1A,Lactobacillus reuteri MM4-1A,548485,WGS,MM4-1A,,,,,,ATCC PTA6475,,2009-02-19T00:00:00Z,,PRJNA31511,SAMN00001504,GCA_000159475.2,ACGX00000000,NZ_ACGX00000000,BCM,assembly,"454-GS-FLX, Illumina, Sanger",63x,Newbler Assembler v. 2.3.10192009,0.0,0.0,71.0,,1968087.0,38.7,1903.0,,2023.0,,gastrointestinal tract,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,No,,Mesophilic,-,,Microaerophilic,,,Lactobacillus reuteri MM4-1.A reference genome for the Human Microbiome Project.,,3.0,226915.0,65.0,,97.3,100.0,0.0,,2015-03-16T03:17:09.594Z
491077.3,GCF_000159455.2,Lactobacillus reuteri SD2112,Lactobacillus reuteri SD2112,491077,WGS,SD2112,,,,,,ATCC 55730,,2009-02-19T00:00:00Z,,PRJNA30643,SAMN00001494,GCA_000159455.2,ACGW00000000,NZ_ACGW00000000,Baylor College of Medicine,assembly,454-GS-FLX,63x,Newbler Assembler v. 2.3.10192009,0.0,0.0,140.0,,2203235.0,38.8,2009.0,,2235.0,,,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,Lactobacillus reuteri SD2112. Lactobacillus reuteri SD2112 (ATCC 55730) is a reuterin producer which has been studied for its effectiveness as a probiotic. This strain will be used for comparative analysis with other Lactobacillus species.,,5.0,192523.0,65.0,,97.5,100.0,0.0,,2015-03-16T03:17:09.594Z
557436.4,GCF_000016825.1,Lactobacillus reuteri DSM 20016,Lactobacillus reuteri DSM 20016,557436,Complete,DSM 20016,,,,,,DSM 20016,Yes,2007-06-01T00:00:00Z,,PRJNA15766,SAMN02598351,GCA_000016825.1,CP000705,NC_009513,US DOE Joint Genome Institute|DOE Joint Genome Institute|University of Otago,complete,,,,1.0,0.0,1.0,,1999618.0,38.9,1967.0,,1900.0,,human isolate,human isolate,,,,,,,,,"Human, Homo sapiens",,,,,,,,,+,Rod,,No,Mesophilic,-,,Facultative,Multiple,,"Lactobacillus reuteri DSM 20016. This strain (JCM 1112, F275) is the type strain for the species. It is a human isolate, which is unable to colonize the intestinal tract of mice.",,1.0,1999618.0,68.0,,97.5,100.0,0.0,,2015-03-16T03:17:09.594Z
557436.17,GCF_001434615.1,Lactobacillus reuteri DSM 20016,,557436,WGS,DSM 20016,,,,,,DSM:20016,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369412,GCF_001434615.1,AZDD01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,150.0,,1935860.0,38.62,2028.0,,1860.0,,intestine of adult,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,13.0,56054.0,53.0,,97.3,100.0,0.0,,2016-01-17T17:45:39.272Z
349123.13,GCF_000236455.2,Lactobacillus reuteri 100-23,,349123,WGS,100-23,,,,,,,,2008-07-25T00:00:00Z,,PRJNA13431,SAMN00623049,GCF_000168255.1,AAPZ02000000,,DOE Joint Genome Institute,,,,,,,2.0,,2305557.0,38.73,2219.0,,2181.0,,,,,,,,,,,,,,,,,,,,,Positive,Bacilli,No,,Mesophilic,,,Facultative,HostAssociated,,"Lactobacillus reuteristrain 100-23. Lactobacillus reuteri strain 100-23 is a rodent-specific strain, which has been used to study host-microbe interactions. This strain will be used for comparative genomics with other lactic acid bacteria.",,1.0,1576206.0,76.0,,97.5,100.0,0.0,,2016-01-17T15:28:17.893Z
1358027.3,GCF_021168575.1,Lactobacillus reuteri TD1,Lactobacillus reuteri TD1,1358027,Complete,TD1,,,,,,,,2013-07-23T00:00:00Z,,PRJNA211728,SAMN02604178,GCA_000439275.1,CP006603.1,NC_021872.1,University of Florida,complete,PacBio,170X,Celera Assembler (CA) v. 7.0,1.0,0.0,1.0,,2145445.0,38.8,1983.0,,1945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Several lactic acid bacteria, including Lactobacillus reuteri, are associated with reduction of Type 1 Diabetes symptoms in rodent studies. However, BioBreeding diabetes prone (BB-DP) rats treated with L. reuteri strain TD1 are reported to exhibit similar, if not greater, incidence of Type 1 Diabetes when compared to untreated rats.",,1.0,2145445.0,70.0,,97.4,100.0,0.0,,2015-03-16T03:17:09.594Z
396268.3,GCF_014838745.1,Lactobacillus secaliphilus strain DSM 17896,,396268,WGS,DSM 17896,,,,,,DSM:17896,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02797776,GCF_001437055.1,JQBW01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,11.0,,1646143.0,47.71,1520.0,,1467.0,,type II sourdough fermentation,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,2.0,286054.0,57.0,,97.9,93.5,0.0,,2016-01-17T17:46:21.711Z
1633.40,GCF_009362935.1,Lactobacillus vaginalis strain LV515,,1633,Complete,LV515,,,,,,,,2019-10-27T00:00:00Z,,PRJNA566211,SAMN12784813,GCA_009362935.1,CP045240,,Korea University,,PacBio,478.96x,PacBio SMRT Analysis v. v2.3,1.0,,1.0,,1894710.0,40.53438,1893.0,,1789.0,,vaginal swab from patient with trichomoniasis,,1990-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequencing of Lactobacillus vaginalis,sample_type:Whole organism,1.0,1894710.0,62.0,,98.1,,,,2019-11-25T06:57:52.378Z
525366.3,GCF_000159435.1,Lactobacillus vaginalis ATCC 49540,Lactobacillus vaginalis ATCC 49540,1423814,WGS,ATCC 49540,,,,,,"ATCC 49540, NCTC 12197",,2009-02-19T00:00:00Z,,PRJNA31507,SAMN00001485,GCA_000159435.1,ACGV00000000,NZ_ACGV00000000,BCM,assembly,"454-GS-FLX, Illumina, Sanger",90.9x,Newbler v. 2.0.0-Eclipse,0.0,0.0,112.0,,1877332.0,40.6,1713.0,,1870.0,,,Normal flora,,,,,,,,,"Human, Homo sapiens",,,,Urogenital tract; Vaginal,,,,,+,Rod,No,,Mesophilic,-,,Microaerophilic,,,Lactobacillus vaginalis ATCC 49540.A reference genome for the Human Microbiome Project.,,2.0,409041.0,58.0,,97.9,100.0,0.0,,2015-03-16T03:17:09.594Z
1423725.3,GCF_001436755.1,Lactobacillus aquaticus DSM 21051,,1423725,WGS,DSM 21051,,,,,,DSM:21051,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369378,GCF_001436755.1,AYZD01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,36.0,,2407726.0,37.39,2345.0,,2170.0,,surface of a eutrophic freshwater pond,,2009,South Korea,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,5.0,191298.0,61.0,,96.0,100.0,3.1,,2016-01-17T17:46:16.641Z
1423729.3,GCF_001436735.1,Lactobacillus cacaonum DSM 21116,,1423729,WGS,DSM 21116,,,,,,DSM:21116,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369439,GCF_001436735.1,AYZE01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,17.0,,1919106.0,33.86,1862.0,,1801.0,,cocoa bean heap fermentation,,2009,Ghana,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,3.0,269985.0,59.0,,96.2,100.0,0.0,,2016-01-17T17:46:16.301Z
1423731.3,GCF_001434915.1,Lactobacillus capillatus DSM 19910,,1423731,WGS,DSM 19910,,,,,,DSM:19910,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369440,GCF_001434915.1,AZEF01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,61.0,,2232918.0,37.62,2172.0,,2051.0,,isolated from fermented brine used for stinky tofu production,,2008,China,China,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,7.0,110492.0,57.0,,96.9,100.0,0.0,,2016-01-17T17:45:44.920Z
1423750.3,GCF_001435235.1,Lactobacillus ghanensis DSM 18630,,1423750,WGS,DSM 18630,,,,,,DSM:18630,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369449,GCF_001435235.1,AZGB01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,33.0,,2605329.0,37.07,2527.0,,2384.0,,cocoa fermentation,,2007,Ghana,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,4.0,241714.0,55.0,,95.8,100.0,0.0,,2016-01-17T17:45:50.258Z
468911.6,GCF_019969115.1,Lactobacillus hordei strain TMW 1.1822,,468911,Complete,TMW 1.1822,,,,,,,,2018-01-03T00:00:00Z,,PRJNA343197,SAMN06052353,GCA_002850035.1,"CP018176,CP018177,CP018178,CP018179",,Technische Universitaet Muenchen,,PacBio,116,Celera Assembler v. 1,1.0,3.0,4.0,,2590411.0,35.24792,2560.0,,2461.0,,water kefir,,,Germany,Germany,,,,,,,,,,,,,,,,,,,,,,,,,WGS Lactobacillus plantarum,sample_type:cell culture,1.0,2422912.0,61.0,,95.9,,,,2019-09-29T18:39:10.674Z
1423759.13,GCF_019443985.1,Liquorilactobacillus hordei DSM 19519,,1423759,Complete,DSM 19519,,,,,,DSM:19519,,2021-08-03T00:00:00Z,,PRJNA608264,SAMN14168551,GCA_019443985.1,"CP049303,CP049302,CP049301",,Technische Universitaet Muenchen,,PacBio,106.0x,HGAP v. FEB-2020,1.0,2.0,3.0,,2440903.0,34.975166,2428.0,,2324.0,,malted barley,,2005,Belgium,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,L. hordei typestrain was sequenced using PacBio to compare the full length chromosome with another PacBio-sequenced L. hordei strain from another source of isolation.,sample_type:cell culture,1.0,2240228.0,64.0,,97.1,,,,2021-08-26T15:08:22.502Z
1618.8,GCF_009184705.1,Lactobacillus mali strain LM596,,1618,Complete,LM596,,,,,,,,2019-10-20T00:00:00Z,,PRJNA566019,SAMN12784790,GCA_009184705.1,"CP045035,CP045036,CP045037",,Korea University,,PacBio,260.63x,PacBio SMRT Analysis v. v2.3,1.0,2.0,3.0,,2611959.0,36.312172,2647.0,,2468.0,,apple juice from cider press,,1990-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequencing of Lactobacillus mali,sample_type:Whole organism,1.0,2503004.0,60.0,,96.5,,,,2019-10-28T02:31:38.744Z
1618.3,GCF_001437155.1,Lactobacillus mali strain ATCC 27304,,1618,WGS,ATCC 27304,,,,,,ATCC:27304,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02797767,GCF_001437155.1,JQAR01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,78.0,,2437055.0,36.25,2442.0,,2282.0,,wine,,1965,Japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,10.0,71424.0,48.0,,95.8,100.0,3.1,,2016-01-17T17:46:23.531Z
1046596.4,GCF_000260415.1,Lactobacillus mali KCTC 3596 = DSM 20444,Lactobacillus mali KCTC 3596,1046596,WGS,KCTC 3596,,,,,,,,2011-06-21T00:00:00Z,21742889,PRJDA68085,SAMN02471469,GCA_000260415.1,BACP00000000,-,,assembly,,,,0.0,0.0,122.0,,2652969.0,36.04,2642.0,,0.0,,apple juice,apple juice,,,,,,,,,,,,,,,,,,,,,,,-,,,,,Lactobacillus mali KCTC 3596.This strain will be used for comparative genome analysis.,,12.0,70537.0,55.0,,95.5,100.0,6.1,,2015-03-16T03:17:09.594Z
82688.7,GCF_020124705.2,Lactobacillus nagelii strain TMW 1.1827,,82688,Complete,TMW 1.1827,,,,,,,,2018-01-03T00:00:00Z,,PRJNA343197,SAMN06052354,GCA_002850055.1,"CP018180,CP018181,CP018182,CP018183",,Technische Universitaet Muenchen,,PacBio,387,Celera Assembler v. 1,1.0,3.0,4.0,,2547117.0,36.827557,2515.0,,2391.0,,water kefir,,,Germany,Germany,,,,,,,,,,,,,,,,,,,,,,,,,WGS Lactobacillus plantarum,sample_type:cell culture,1.0,2406166.0,57.0,,96.2,,,,2019-09-29T18:39:52.155Z
1122150.23,GCF_019444005.1,Liquorilactobacillus nagelii DSM 13675,,1122150,Complete,DSM 13675,,,,,,DSM:13675,,2021-08-03T00:00:00Z,,PRJNA608292,SAMN14169845,GCA_019444005.1,"CP049304,CP049305",,Technische Universitaet Muenchen,,PacBio,103.0x,HGAP v. FEB-2020,1.0,1.0,2.0,,2563476.0,36.832474,2567.0,,2470.0,,partially fermented wine,isolated from a different source,2000,USA,USA,,,,,,,,,,,,,,,,,,,,,,,,,L. nagelii typestrain was sequenced using PacBio to compare the whole chromosome with another L. nagelii strain isolated from a different source.,sample_type:cell culture,1.0,2487196.0,57.0,,95.8,,,,2021-08-26T15:08:52.776Z
1122150.3,GCF_001434225.1,Lactobacillus nagelii DSM 13675,,1122150,WGS,DSM 13675,,,,,,DSM:13675,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369505,GCF_001434225.1,AZEV01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,44.0,,2498521.0,36.68,2519.0,,2367.0,,partially fermented wine,,2000,USA,United States,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,4.0,248325.0,51.0,,95.9,100.0,0.0,,2016-01-17T17:45:32.114Z
1423777.3,GCF_020858735.1,Lactobacillus oeni DSM 19972,,1423777,WGS,DSM 19972,,,,,,DSM:19972,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369506,GCF_001436275.1,AZEH01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,43.0,,2117633.0,37.32,2103.0,,1945.0,,Bobal wine,,2009,Spain,Spain,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,2.0,412601.0,56.0,,96.4,100.0,3.1,,2016-01-17T17:46:08.338Z
1423801.4,GCF_001435195.1,Lactobacillus satsumensis DSM 16230 = JCM 12392,,1423801,WGS,DSM 16230,,,,,,DSM:16230,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369510,GCF_001435195.1,AZFQ01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,55.0,,2639652.0,39.87,2598.0,,2407.0,,shochu mash,,2005,Japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,6.0,196216.0,59.0,,96.5,100.0,0.0,,2016-01-17T17:45:49.592Z
